amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,fulfilled-by,is-iba 
405-0198653-2015517,405-0198653-2015517,2024-04-20T17:28:39+00:00,2024-04-21T10:42:24+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro URBX 25 Ltrs(Black), Urban Exploration Laptop Backpack(16 inch), Two Front Organizers, Water Resistant Fabric, Roll-Top Zipper, Backpack for",UX02_FBA,B0C2R6XM3T,Shipped,1,INR,2599,,40,,,,,40,NEW DELHI,DELHI,110021,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
403-1600916-8799535,403-1600916-8799535,2024-04-20T17:23:43+00:00,2024-04-21T08:50:56+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Space Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ3_FBA,B0CTWWK68W,Shipped,1,INR,0,,,,,,,,MUMBAI,MAHARASHTRA,400075,IN,,FALSE,,,,FALSE
405-6865030-3918760,405-6865030-3918760,2024-04-20T16:40:57+00:00,2024-04-21T09:25:25+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3533,,40,,,,,40,THAVANAMPALLE,ANDHRA PRADESH,517131,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
408-6058355-9369120,408-6058355-9369120,2024-04-20T15:15:39+00:00,2024-04-21T09:30:25+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,40,,,,,40,JALESWAR,ODISHA,756032,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-7539588-9314761,402-7539588-9314761,2024-04-20T13:51:26+00:00,2024-04-20T16:23:28+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,,,,,,,New Delhi,DELHI,110027,IN,,FALSE,,,,FALSE
405-3585026-2897142,,2024-04-20T11:19:49+00:00,2024-04-23T11:32:17+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,PRO Coin Pouch with Zipper for Multipurpose Usage for Adults and Kids (Black),CP002,B0D1TJS1CS,Shipped,1,INR,299,45.61,,,,,,,Vasant kunj,DELHI,110070,IN,,FALSE,,,Easy Ship,FALSE
171-9869081-6634752,,2024-04-20T10:48:27+00:00,2024-04-27T05:25:51+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,PRO Coin Pouch with Zipper for Multipurpose Usage for Adults and Kids (Yellow),CP005,B0D1TJGJCF,Shipped,1,INR,299,45.61,,,,,,,Bengaluru,KARNATAKA,560034,IN,,FALSE,,,Easy Ship,FALSE
404-5838848-1040321,404-5838848-1040321,2024-04-20T10:16:50+00:00,2024-04-21T07:40:15+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Yellow), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In",V2MJ5_FBA,B0CTWSM13Y,Shipped,1,INR,2199,,99,,,,,,Thane,MAHARASHTRA,401107,IN,,FALSE,,,,FALSE
405-0165609-7823540,,2024-04-20T10:08:58+00:00,2024-04-26T07:19:07+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,PRO Coin Pouch with Zipper for Multipurpose Usage for Adults and Kids (Mist Grey),CP008,B0D1V4GV3H,Shipped,1,INR,299,45.61,,,,,,,MUMBAI,MAHARASHTRA,400054,IN,,FALSE,,,Easy Ship,FALSE
405-6025998-5528314,405-6025998-5528314,2024-04-20T08:20:05+00:00,2024-04-20T16:26:37+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3533,,,,,,,,Ghaziabad,UTTAR PRADESH,201012,IN,,FALSE,,,,FALSE
406-3145200-1570761,406-3145200-1570761,2024-04-20T08:20:02+00:00,2024-04-20T17:41:44+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,,,,,,,NEW DELHI,DELHI,110024,IN,,FALSE,,,,FALSE
405-2366169-0181110,405-2366169-0181110,2024-04-20T07:19:41+00:00,2024-04-21T08:09:49+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,40,,,,,40,BENGALURU,KARNATAKA,560100,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-4755554-2709158,406-4755554-2709158,2024-04-20T07:11:35+00:00,2024-04-23T03:43:01+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,2199,,,,,,,,NEW DELHI,DELHI,110037,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
403-6437692-9865136,403-6437692-9865136,2024-04-20T06:29:52+00:00,2024-04-20T08:06:30+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Rust Orange), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rai",H2501_FBA,B0BJXTDBTR,Shipped,1,INR,3719,,,,,,,,Kolkata,West Bengal,700144,IN,,FALSE,,,,FALSE
405-6227937-6112331,405-6227937-6112331,2024-04-20T04:52:25+00:00,2024-04-20T13:53:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,MUMBAI,MAHARASHTRA,400056,IN,,FALSE,,,,FALSE
407-6588548-8229146,407-6588548-8229146,2024-04-20T00:59:27+00:00,2024-04-20T08:18:40+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,40,,,,,40,HARRAIYA,UTTAR PRADESH,272155,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
404-1939384-8197905,404-1939384-8197905,2024-04-19T23:47:52+00:00,2024-04-20T10:24:24+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Shipped,1,INR,1899,,40,,,,,40,DHARUHERA,HARYANA,123106,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-2262270-6329112,406-2262270-6329112,2024-04-19T18:05:18+00:00,2024-04-20T04:33:25+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,BENGALURU,KARNATAKA,560016,IN,,FALSE,,,,FALSE
404-4939652-8841162,404-4939652-8841162,2024-04-19T17:13:24+00:00,2024-04-19T18:34:27+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,,,,,,,NEW DELHI,DELHI,110017,IN,,FALSE,,,,FALSE
406-8421535-8532357,406-8421535-8532357,2024-04-19T17:11:48+00:00,2024-04-20T05:20:27+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,79,,,,,,INDORE,MADHYA PRADESH,452010,IN,,TRUE,,,,FALSE
408-7777873-8975557,408-7777873-8975557,2024-04-19T16:15:03+00:00,2024-04-20T07:16:53+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Olive Green), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rai",H2504_FBA,B0BJXNT8V6,Shipped,1,INR,3719,,40,,,,,40,GADCHIROLI,MAHARASHTRA,442605,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
408-9305889-5563558,408-9305889-5563558,2024-04-19T15:45:42+00:00,2024-04-20T11:10:31+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Mist Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ8_FBA,B0CTWVM9FV,Shipped,1,INR,2199,,40,,,,,40,THANE,MAHARASHTRA,401105,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-2577754-4745155,406-2577754-4745155,2024-04-19T15:18:12+00:00,2024-04-19T18:42:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,,,,,,,MUMBAI,MAHARASHTRA,400054,IN,,FALSE,,,,FALSE
403-4580934-3778706,403-4580934-3778706,2024-04-19T14:34:05+00:00,2024-04-20T03:53:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,,,,,,,LAKHIMPUR,UTTAR PRADESH,262701,IN,,FALSE,,,,FALSE
403-1769813-5753900,403-1769813-5753900,2024-04-19T13:02:23+00:00,2024-04-19T15:25:37+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,,,,,,,MUMBAI,MAHARASHTRA,400031,IN,,FALSE,,,,FALSE
402-5756629-1176362,,2024-04-19T12:35:10+00:00,2024-04-23T06:47:56+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,PRO Coin Pouch with Zipper for Multipurpose Usage for Adults and Kids (Hot Orange),CP001,B0D1TP6KQ1,Shipped,1,INR,299,45.61,,,,,,,Phagwara,PUNJAB,144401,IN,,FALSE,,,Easy Ship,FALSE
405-6634347-6027519,405-6634347-6027519,2024-04-19T11:48:44+00:00,2024-04-19T15:06:59+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Space Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ3_FBA,B0CTWWK68W,Shipped,1,INR,2199,,,,,,,,MUMBAI,MAHARASHTRA,400075,IN,,FALSE,,,,FALSE
171-8843001-4006722,171-8843001-4006722,2024-04-19T10:45:31+00:00,2024-04-20T06:46:42+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,,,,,,,TIRORA,MAHARASHTRA,441911,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
408-1061172-1471509,408-1061172-1471509,2024-04-19T10:14:00+00:00,2024-04-19T15:30:43+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Shipped,1,INR,1899,,,,,,,,NEW DELHI,DELHI,110063,IN,,FALSE,,,,FALSE
171-7443389-0129101,171-7443389-0129101,2024-04-19T08:06:45+00:00,2024-05-19T17:14:54+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Rain & Dust Cover for Backpack, Waterproof Dustproof Rain Cover, Elastic Adjustable for School, College, Office,Hiking Bags (15L-24L,Black)",RC001_FBA,B0CBVW1TFK,Shipped,1,INR,278,,40,,,,,40,,,,,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-4391367-5981942,406-4391367-5981942,2024-04-19T07:40:27+00:00,2024-04-19T15:31:38+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Shipped,1,INR,1899,,40,,,,,40,PIMPRI CHINCHWAD,MAHARASHTRA,411039,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
403-4085586-7801158,403-4085586-7801158,2024-04-18T20:04:24+00:00,2024-04-19T13:19:27+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Shipped,1,INR,1899,,,,,,,,BENGALURU,KARNATAKA,560068,IN,,FALSE,,,,FALSE
408-1619173-9088342,408-1619173-9088342,2024-04-18T19:44:23+00:00,2024-04-19T10:29:30+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3533,,,,,,,,Mumbai,MAHARASHTRA,400037,IN,,FALSE,,,,FALSE
402-7337578-5307562,402-7337578-5307562,2024-04-18T18:25:45+00:00,2024-04-20T09:33:39+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Rust Orange), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rai",H2501_FBA,B0BJXTDBTR,Shipped,1,INR,3719,,,,,,,,DIU,DAMAN & DIU,362570,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
404-5278894-8855511,,2024-04-18T18:18:44+00:00,2024-04-24T14:23:17+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,PRO Coin Pouch with Zipper for Multipurpose Usage for Adults and Kids (Olive Green),CP006,B0D1TF1ZCC,Shipped,1,INR,299,45.61,,,,,,,AHMEDABAD,GUJARAT,380014,IN,,FALSE,,,Easy Ship,FALSE
407-4868039-8253104,407-4868039-8253104,2024-04-18T18:12:10+00:00,2024-04-18T21:32:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Grey & Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain",ltpdesign02_FBA,B07BQ3ZWRB,Shipped,1,INR,3533,,,,,,,,NAVI MUMBAI,MAHARASHTRA,400705,IN,,FALSE,,,,FALSE
402-8430145-3567521,402-8430145-3567521,2024-04-18T17:32:08+00:00,2024-04-21T03:16:41+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Mist Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ8_FBA,B0CTWVM9FV,Shipped,1,INR,2199,,40,,,,,40,CHENNAI,TAMIL NADU,600015,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-4336083-8481153,402-4336083-8481153,2024-04-18T17:11:11+00:00,2024-04-18T21:16:28+00:00,Cancelled,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Mist Grey), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made",V2MJ8_FBA,B0CTWVM9FV,Cancelled,0,,,,,,,,,,CHENNAI,TAMIL NADU,600015,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-8951119-1303531,406-8951119-1303531,2024-04-18T16:14:18+00:00,2024-04-19T03:49:08+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Rust Orange), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4001_FBA,B0BN348JBC,Shipped,1,INR,3533,,79,,,,,,INDORE,MADHYA PRADESH,452010,IN,,TRUE,,,,FALSE
405-0682454-3747518,405-0682454-3747518,2024-04-18T15:13:39+00:00,2024-04-18T18:28:18+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,Bengaluru,KARNATAKA,560035,IN,,FALSE,,,,FALSE
171-3946209-6617964,171-3946209-6617964,2024-04-18T11:55:41+00:00,2024-04-18T14:17:23+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs (Yellow), Everyday Laptop Backpack (Fits Laptop Up To 15.6 Inch), Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack F",MOJ05_FBA,B0BCK9DFD4,Shipped,1,INR,0,,,,,,,,MUMBAI,MAHARASHTRA,400064,IN,,FALSE,,,,FALSE
408-0770168-9593964,408-0770168-9593964,2024-04-18T09:49:00+00:00,2024-04-18T19:21:20+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Rain & Dust Cover for Backpack, Waterproof Dustproof Rain Cover, Elastic Adjustable for School, College, Office,Hiking Bags (15L-24L,Black)",RC001_FBA,B0CBVW1TFK,Shipped,1,INR,278,,,,,,,,BENGALURU,KARNATAKA,560102,IN,,FALSE,,,,FALSE
406-7407543-6677960,406-7407543-6677960,2024-04-18T08:53:01+00:00,2024-04-20T20:37:21+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,0,,,,,,,,DIBRUGARH,ASSAM,786004,IN,,FALSE,,,,FALSE
407-0720654-9462713,407-0720654-9462713,2024-04-18T08:32:12+00:00,2024-04-20T15:55:24+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,40,,,,,40,UDAIPUR,RAJASTHAN,313001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
171-7507731-2332303,171-7507731-2332303,2024-04-18T07:46:39+00:00,2024-04-18T11:00:24+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,2199,,,,,,,,NEW DELHI,DELHI,110047,IN,,FALSE,,,,FALSE
405-4879168-2543558,405-4879168-2543558,2024-04-18T07:08:13+00:00,2024-04-18T14:58:26+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,BENGALURU,KARNATAKA,560093,IN,,FALSE,,,,FALSE
402-8691875-4568334,402-8691875-4568334,2024-04-18T07:02:30+00:00,2024-04-21T15:42:08+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Shipped,1,INR,1899,,40,,,,,40,HYDERABAD,TELANGANA,500056,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
402-0057374-9354743,402-0057374-9354743,2024-04-18T06:41:36+00:00,2024-04-18T07:10:00+00:00,Cancelled,Amazon,Amazon.in,,,Expedited,"CarryPro Mojo 20 Ltrs(Space Grey)Everyday Laptop Backpack(Fits Laptop Up To 15.6 Inch),Roll-Top, Water Resistant Fabric, Ultra Lightweight Backpack Fo",MOJ03_FBA,B0BCKK2GF1,Cancelled,0,,,,,,,,,,BENGALURU,KARNATAKA,560093,IN,,FALSE,,,,FALSE
403-3985927-4781139,403-3985927-4781139,2024-04-18T06:34:22+00:00,2024-04-18T12:38:50+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,2199,,40,,,,,40,LUNGLEI,MIZORAM,796701,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
406-5772999-0468316,406-5772999-0468316,2024-04-18T06:28:45+00:00,2024-04-18T21:07:21+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Olive Green), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain C",H4004_FBA,B0C1T1JLSQ,Shipped,1,INR,3533,,40,,,,,40,AGRA,UTTAR PRADESH,282010,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
403-2513453-2254753,403-2513453-2254753,2024-04-18T05:41:59+00:00,2024-04-18T13:27:26+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,COIMBATORE,TAMIL NADU,641045,IN,,FALSE,,,,FALSE
405-1620129-5513942,405-1620129-5513942,2024-04-18T04:32:27+00:00,2024-04-18T12:06:22+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Space Grey), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain",H2503_FBA,B0BKPQ9VWL,Shipped,1,INR,3719,,,,,,,,MUMBAI,MAHARASHTRA,400056,IN,,FALSE,,,,FALSE
406-2268893-1036329,406-2268893-1036329,2024-04-18T04:00:36+00:00,2024-04-18T11:41:29+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO25 V3.0 (Black), Everyday Workation Laptop Backpack(16 inch), Removable CAMERA BOX, Roll-Top Zipper, Backpack for Men and Women(Rain Cove",H2502_FBA,B0BKPLGCR6,Shipped,1,INR,3719,,,,,,,,AHMEDABAD,GUJARAT,380008,IN,,FALSE,,,,FALSE
403-1684728-9834735,,2024-04-18T03:48:01+00:00,2024-04-23T08:23:31+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,"CarryPro SLING(Space Grey) Crossbody Bag for Men and Women with Adjustable Strap, Water Resistant (2L)",CROSS03,B0BGNWFRRB,Shipped,1,INR,499,76.12,,,,,,,HASSAN,KARNATAKA,573201,IN,,FALSE,,,Easy Ship,FALSE
408-2592191-2957922,408-2592191-2957922,2024-04-18T03:42:51+00:00,2024-04-18T05:47:51+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro MOJO V2.0 (Black), Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In I",V2MJ2_FBA,B0CTWX9KGT,Shipped,1,INR,2199,,,,,,,,HISAR,HARYANA,125001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,,,FALSE
171-2575224-4191514,171-2575224-4191514,2024-04-18T00:26:28+00:00,2024-04-18T05:53:57+00:00,Shipped,Amazon,Amazon.in,,,Expedited,"CarryPro HOBO40(Black), Functional Travel Backpack (Fits Laptop Up to 15.6 inch),Water Resistant Fabric,Travel Backpack for Women and Men(Rain Cover &",H4002_FBA,B0BN33W9RJ,Shipped,1,INR,3533,,,,,,,,BENGALURU,KARNATAKA,560068,IN,,FALSE,,,,FALSE
